invoice_id,invoice_date,customer_id,product_id,sales_rep_id,territory,quantity,unit_price,discount,sales_amount,unit_cost,gross_profit,sales_channel,campaign_id,payment_status
INV000871,2026-01-20,C0053,P013,SR001,Central,6,14.36,0.03,83.58,8.98,29.7,Clinic,CAM009,Paid
INV000872,2025-05-26,C0075,P015,SR003,Northern,166,11.13,0.05,1755.2,6.38,696.12,Pharmacy,,Paid
INV000873,2025-01-31,C0051,P007,SR007,Central,49,53.96,0,2644.04,26.47,1347.01,Hospital,CAM001,Paid
INV000874,2025-09-09,C0046,P007,SR001,Central,50,53.96,0.1,2428.2,26.47,1104.7,Clinic,,Paid
INV000875,2025-05-21,C0098,P004,SR012,East Malaysia,58,19.97,0.03,1123.51,10.13,535.97,Distributor,CAM004,Paid
INV000876,2026-06-24,C0160,P014,SR006,East Malaysia,35,18.87,0,660.45,11.75,249.2,Distributor,,Overdue
INV000877,2025-07-14,C0050,P018,SR012,East Malaysia,100,17.27,0.03,1675.19,8.38,837.19,Distributor,,Paid
INV000878,2025-02-17,C0158,P007,SR010,Southern,43,53.96,0.03,2250.67,26.47,1112.46,Pharmacy,CAM002,Pending
INV000879,2026-06-05,C0150,P016,SR005,East Coast,25,23.84,0.08,548.32,14.05,197.07,Pharmacy,,Paid
INV000880,2025-06-21,C0131,P013,SR007,Central,132,14.36,0.05,1800.74,8.98,615.38,Hospital,,Paid
INV000881,2026-01-18,C0135,P016,SR010,Southern,126,23.84,0.03,2913.72,14.05,1143.42,Clinic,,Overdue
INV000882,2025-02-07,C0054,P008,SR005,East Coast,120,17.6,0.1,1900.8,7.93,949.2,Pharmacy,,Paid
INV000883,2026-01-22,C0147,P006,SR010,Southern,70,28.44,0.05,1891.26,16.3,750.26,Pharmacy,CAM009,Paid
INV000884,2026-06-16,C0091,P008,SR003,Northern,124,17.6,0.05,2073.28,7.93,1089.96,Clinic,,Paid
INV000885,2026-04-07,C0120,P014,SR011,East Coast,99,18.87,0.1,1681.32,11.75,518.07,Pharmacy,CAM011,Paid
INV000886,2026-03-29,C0060,P009,SR005,East Coast,96,9.93,0.1,857.95,6.14,268.51,Distributor,CAM011,Pending
INV000887,2025-08-22,C0026,P004,SR004,Southern,97,19.97,0,1937.09,10.13,954.48,Hospital,CAM005,Paid
INV000888,2025-09-14,C0078,P009,SR004,Southern,159,9.93,0.15,1342.04,6.14,365.78,Clinic,,Pending
INV000889,2025-09-25,C0003,P010,SR011,East Coast,93,17.45,0.08,1493.02,11.04,466.3,Pharmacy,,Paid
INV000890,2025-01-13,C0121,P017,SR003,Northern,106,60.49,0,6411.94,30.19,3211.8,Distributor,,Paid
INV000891,2025-08-28,C0133,P018,SR007,Central,123,17.27,0.03,2060.48,8.38,1029.74,Clinic,CAM006,Paid
INV000892,2026-03-04,C0054,P015,SR011,East Coast,147,11.13,0,1636.11,6.38,698.25,Pharmacy,CAM010,Paid
INV000893,2025-01-10,C0128,P012,SR009,Northern,62,23.6,0.05,1390.04,11.86,654.72,Hospital,,Paid
INV000894,2025-11-03,C0084,P001,SR005,East Coast,40,34.05,0,1362.0,21.72,493.2,Distributor,,Overdue
INV000895,2025-12-05,C0146,P013,SR011,East Coast,57,14.36,0.15,695.74,8.98,183.88,Clinic,CAM008,Paid
INV000896,2025-04-22,C0085,P015,SR008,Kuala Lumpur,28,11.13,0,311.64,6.38,133.0,Pharmacy,,Paid
INV000897,2026-05-16,C0007,P006,SR001,Central,22,28.44,0.1,563.11,16.3,204.51,Clinic,,Paid
INV000898,2025-10-26,C0169,P017,SR004,Southern,121,60.49,0,7319.29,30.19,3666.3,Hospital,,Paid
INV000899,2026-02-25,C0101,P006,SR003,Northern,38,28.44,0.05,1026.68,16.3,407.28,Distributor,,Paid
INV000900,2025-07-31,C0034,P007,SR008,Kuala Lumpur,115,53.96,0.1,5584.86,26.47,2540.81,Pharmacy,,Paid
INV000901,2025-11-14,C0151,P007,SR008,Kuala Lumpur,75,53.96,0,4047.0,26.47,2061.75,Distributor,,Paid
INV000902,2026-02-13,C0155,P008,SR010,Southern,150,17.6,0.1,2376.0,7.93,1186.5,Hospital,,Paid
INV000903,2025-04-04,C0074,P015,SR012,East Malaysia,81,11.13,0.03,874.48,6.38,357.7,Pharmacy,,Pending
INV000904,2026-03-02,C0064,P006,SR010,Southern,122,28.44,0.03,3365.59,16.3,1376.99,Clinic,,Paid
INV000905,2025-04-08,C0101,P002,SR003,Northern,45,20.37,0.03,889.15,9.86,445.45,Distributor,,Paid
INV000906,2025-03-10,C0179,P007,SR010,Southern,110,53.96,0.15,5045.26,26.47,2133.56,Pharmacy,,Overdue
INV000907,2025-03-20,C0027,P017,SR007,Central,109,60.49,0.05,6263.74,30.19,2973.03,Hospital,CAM002,Paid
INV000908,2025-03-16,C0164,P015,SR011,East Coast,92,11.13,0.08,942.04,6.38,355.08,Pharmacy,,Paid
INV000909,2025-01-11,C0065,P004,SR006,East Malaysia,88,19.97,0.08,1616.77,10.13,725.33,Pharmacy,,Paid
INV000910,2025-03-26,C0141,P008,SR012,East Malaysia,40,17.6,0.05,668.8,7.93,351.6,Clinic,CAM002,Paid
INV000911,2025-01-19,C0156,P004,SR001,Central,80,19.97,0,1597.6,10.13,787.2,Distributor,,Paid
INV000912,2025-01-12,C0174,P009,SR004,Southern,117,9.93,0.03,1126.96,6.14,408.58,Hospital,CAM001,Pending
INV000913,2026-06-30,C0056,P015,SR003,Northern,167,11.13,0.1,1672.84,6.38,607.38,Pharmacy,,Paid
INV000914,2025-04-16,C0100,P010,SR010,Southern,18,17.45,0.05,298.39,11.04,99.67,Clinic,CAM003,Pending
INV000915,2025-09-13,C0096,P008,SR005,East Coast,28,17.6,0,492.8,7.93,270.76,Hospital,CAM006,Paid
INV000916,2025-07-16,C0175,P003,SR003,Northern,29,31.96,0.08,852.69,20.33,263.12,Hospital,,Paid
INV000917,2025-06-21,C0012,P014,SR002,Kuala Lumpur,88,18.87,0.03,1610.74,11.75,576.74,Pharmacy,,Paid
INV000918,2025-08-01,C0139,P013,SR008,Kuala Lumpur,35,14.36,0,502.6,8.98,188.3,Clinic,CAM005,Paid
INV000919,2026-02-16,C0168,P011,SR003,Northern,104,15.5,0,1612.0,7.06,877.76,Clinic,CAM010,Paid
INV000920,2026-01-13,C0012,P003,SR002,Kuala Lumpur,110,31.96,0.03,3410.13,20.33,1173.83,Pharmacy,,Overdue
INV000921,2025-04-15,C0138,P006,SR010,Southern,29,28.44,0.05,783.52,16.3,310.82,Hospital,,Paid
INV000922,2025-05-17,C0086,P006,SR009,Northern,175,28.44,0.05,4728.15,16.3,1875.65,Clinic,CAM004,Paid
INV000923,2025-08-27,C0129,P001,SR006,East Malaysia,10,34.05,0.05,323.47,21.72,106.27,Clinic,,Paid
INV000924,2026-03-15,C0063,P003,SR002,Kuala Lumpur,40,31.96,0.03,1240.05,20.33,426.85,Clinic,,Paid
INV000925,2025-06-05,C0097,P007,SR001,Central,65,53.96,0.15,2981.29,26.47,1260.74,Pharmacy,,Overdue
INV000926,2025-12-03,C0035,P009,SR009,Northern,169,9.93,0.08,1543.92,6.14,506.26,Clinic,CAM008,Paid
INV000927,2025-10-23,C0007,P008,SR007,Central,92,17.6,0,1619.2,7.93,889.64,Clinic,,Pending
INV000928,2025-09-12,C0176,P008,SR011,East Coast,138,17.6,0.03,2355.94,7.93,1261.6,Hospital,,Paid
INV000929,2026-05-19,C0018,P007,SR002,Kuala Lumpur,167,53.96,0.15,7659.62,26.47,3239.13,Hospital,,Paid
INV000930,2025-06-27,C0152,P018,SR006,East Malaysia,65,17.27,0.05,1066.42,8.38,521.72,Hospital,,Paid
INV000931,2026-04-24,C0080,P006,SR005,East Coast,67,28.44,0.05,1810.21,16.3,718.11,Hospital,,Paid
INV000932,2026-04-05,C0163,P007,SR010,Southern,128,53.96,0,6906.88,26.47,3518.72,Clinic,,Paid
INV000933,2025-06-21,C0121,P015,SR009,Northern,134,11.13,0.05,1416.85,6.38,561.93,Distributor,,Paid
INV000934,2025-06-09,C0124,P001,SR007,Central,114,34.05,0.1,3493.53,21.72,1017.45,Hospital,,Overdue
INV000935,2025-06-06,C0142,P006,SR012,East Malaysia,102,28.44,0.05,2755.84,16.3,1093.24,Pharmacy,,Paid
INV000936,2026-05-08,C0019,P011,SR005,East Coast,125,15.5,0,1937.5,7.06,1055.0,Hospital,,Paid
INV000937,2026-05-28,C0096,P016,SR011,East Coast,111,23.84,0.15,2249.3,14.05,689.75,Hospital,,Paid
INV000938,2026-05-17,C0079,P003,SR010,Southern,14,31.96,0.15,380.32,20.33,95.7,Hospital,CAM012,Paid
INV000939,2026-03-23,C0066,P012,SR011,East Coast,167,23.6,0.08,3625.9,11.86,1645.28,Pharmacy,,Paid
INV000940,2026-01-30,C0109,P008,SR006,East Malaysia,127,17.6,0,2235.2,7.93,1228.09,Clinic,,Paid
INV000941,2025-01-29,C0179,P005,SR010,Southern,159,48.8,0.05,7371.24,23.91,3569.55,Pharmacy,,Paid
INV000942,2025-06-15,C0004,P004,SR005,East Coast,169,19.97,0.08,3104.94,10.13,1392.97,Pharmacy,,Paid
INV000943,2025-03-24,C0133,P007,SR007,Central,47,53.96,0.1,2282.51,26.47,1038.42,Clinic,CAM002,Paid
INV000944,2026-06-30,C0169,P013,SR010,Southern,110,14.36,0.08,1453.23,8.98,465.43,Hospital,,Overdue
INV000945,2025-04-02,C0028,P012,SR004,Southern,73,23.6,0.08,1584.98,11.86,719.2,Clinic,,Paid
INV000946,2025-11-12,C0002,P006,SR007,Central,5,28.44,0,142.2,16.3,60.7,Clinic,,Paid
INV000947,2026-03-03,C0168,P010,SR009,Northern,48,17.45,0,837.6,11.04,307.68,Clinic,CAM010,Paid
INV000948,2025-07-06,C0129,P004,SR012,East Malaysia,150,19.97,0.1,2695.95,10.13,1176.45,Clinic,CAM005,Pending
INV000949,2025-07-16,C0067,P014,SR008,Kuala Lumpur,165,18.87,0.1,2802.2,11.75,863.45,Pharmacy,CAM005,Paid
INV000950,2025-03-29,C0097,P004,SR007,Central,21,19.97,0.03,406.79,10.13,194.06,Pharmacy,,Paid
INV000951,2025-04-14,C0003,P002,SR011,East Coast,6,20.37,0.08,112.44,9.86,53.28,Pharmacy,,Paid
INV000952,2025-08-05,C0134,P001,SR008,Kuala Lumpur,159,34.05,0.05,5143.25,21.72,1689.77,Distributor,,Paid
INV000953,2026-05-13,C0122,P011,SR012,East Malaysia,91,15.5,0.03,1368.18,7.06,725.72,Pharmacy,,Overdue
INV000954,2025-09-03,C0093,P013,SR010,Southern,161,14.36,0,2311.96,8.98,866.18,Pharmacy,,Paid
INV000955,2025-04-13,C0001,P015,SR010,Southern,40,11.13,0,445.2,6.38,190.0,Pharmacy,CAM003,Overdue
INV000956,2025-09-12,C0095,P015,SR011,East Coast,136,11.13,0.05,1438.0,6.38,570.32,Pharmacy,CAM006,Paid
INV000957,2026-01-04,C0012,P011,SR008,Kuala Lumpur,64,15.5,0.05,942.4,7.06,490.56,Pharmacy,,Paid
INV000958,2025-03-25,C0090,P014,SR008,Kuala Lumpur,173,18.87,0.1,2938.06,11.75,905.31,Hospital,,Pending
INV000959,2025-10-28,C0156,P007,SR001,Central,138,53.96,0.1,6701.83,26.47,3048.97,Distributor,,Paid
INV000960,2025-02-02,C0033,P016,SR006,East Malaysia,82,23.84,0.1,1759.39,14.05,607.29,Hospital,,Overdue
INV000961,2026-04-24,C0044,P015,SR001,Central,128,11.13,0.08,1310.67,6.38,494.03,Clinic,CAM011,Paid
INV000962,2025-04-02,C0028,P014,SR004,Southern,46,18.87,0.15,737.82,11.75,197.32,Clinic,CAM003,Pending
INV000963,2025-08-14,C0066,P016,SR005,East Coast,175,23.84,0,4172.0,14.05,1713.25,Pharmacy,,Pending
INV000964,2025-04-03,C0178,P011,SR001,Central,152,15.5,0.08,2167.52,7.06,1094.4,Hospital,,Paid
INV000965,2026-01-22,C0098,P018,SR012,East Malaysia,64,17.27,0,1105.28,8.38,568.96,Distributor,CAM009,Paid
INV000966,2025-12-15,C0152,P007,SR006,East Malaysia,151,53.96,0.03,7903.52,26.47,3906.55,Hospital,,Overdue
INV000967,2025-01-02,C0080,P002,SR005,East Coast,104,20.37,0.15,1800.71,9.86,775.27,Hospital,CAM001,Pending
INV000968,2025-05-10,C0134,P008,SR002,Kuala Lumpur,106,17.6,0,1865.6,7.93,1025.02,Distributor,,Pending
INV000969,2025-11-20,C0038,P010,SR003,Northern,132,17.45,0.08,2119.13,11.04,661.85,Pharmacy,CAM008,Paid
INV000970,2025-02-05,C0154,P011,SR011,East Coast,133,15.5,0.15,1752.27,7.06,813.29,Clinic,CAM001,Paid
INV000971,2025-08-09,C0127,P010,SR008,Kuala Lumpur,20,17.45,0.15,296.65,11.04,75.85,Pharmacy,CAM005,Pending
INV000972,2025-08-19,C0180,P002,SR001,Central,129,20.37,0.08,2417.51,9.86,1145.57,Clinic,CAM005,Overdue
INV000973,2026-02-06,C0087,P014,SR007,Central,94,18.87,0.08,1631.88,11.75,527.38,Clinic,,Paid
INV000974,2026-06-25,C0073,P010,SR005,East Coast,145,17.45,0.03,2454.34,11.04,853.54,Pharmacy,,Paid
INV000975,2025-02-25,C0078,P015,SR004,Southern,152,11.13,0,1691.76,6.38,722.0,Clinic,,Paid
INV000976,2025-05-29,C0054,P007,SR005,East Coast,171,53.96,0,9227.16,26.47,4700.79,Pharmacy,,Paid
INV000977,2025-06-01,C0097,P014,SR001,Central,19,18.87,0,358.53,11.75,135.28,Pharmacy,,Paid
INV000978,2025-02-23,C0031,P017,SR007,Central,156,60.49,0.05,8964.62,30.19,4254.98,Pharmacy,CAM002,Paid
INV000979,2025-05-02,C0062,P013,SR008,Kuala Lumpur,82,14.36,0.08,1083.32,8.98,346.96,Pharmacy,,Overdue
INV000980,2026-01-20,C0178,P003,SR007,Central,171,31.96,0.03,5301.21,20.33,1824.78,Hospital,,Paid
INV000981,2025-01-12,C0031,P004,SR001,Central,36,19.97,0.05,682.97,10.13,318.29,Pharmacy,,Paid
INV000982,2025-01-24,C0151,P016,SR008,Kuala Lumpur,29,23.84,0.08,636.05,14.05,228.6,Distributor,CAM001,Overdue
INV000983,2026-03-21,C0077,P005,SR002,Kuala Lumpur,88,48.8,0,4294.4,23.91,2190.32,Hospital,,Pending
INV000984,2025-07-09,C0104,P001,SR012,East Malaysia,147,34.05,0.1,4504.81,21.72,1311.97,Pharmacy,,Paid
INV000985,2025-03-07,C0133,P018,SR001,Central,58,17.27,0.15,851.41,8.38,365.37,Clinic,,Paid
INV000986,2025-07-04,C0002,P018,SR007,Central,85,17.27,0,1467.95,8.38,755.65,Clinic,CAM005,Paid
INV000987,2025-03-31,C0144,P009,SR004,Southern,26,9.93,0.15,219.45,6.14,59.81,Pharmacy,,Paid
INV000988,2025-06-25,C0109,P001,SR006,East Malaysia,81,34.05,0,2758.05,21.72,998.73,Clinic,,Overdue
INV000989,2025-10-28,C0169,P018,SR010,Southern,40,17.27,0.05,656.26,8.38,321.06,Hospital,,Paid
INV000990,2025-12-27,C0156,P018,SR001,Central,30,17.27,0.08,476.65,8.38,225.25,Distributor,CAM008,Paid
INV000991,2025-11-03,C0056,P005,SR003,Northern,156,48.8,0.03,7384.42,23.91,3654.46,Pharmacy,,Paid
INV000992,2026-03-09,C0020,P018,SR007,Central,71,17.27,0.03,1189.38,8.38,594.4,Clinic,,Paid
INV000993,2025-03-27,C0066,P014,SR005,East Coast,142,18.87,0,2679.54,11.75,1011.04,Pharmacy,,Paid
INV000994,2025-07-17,C0096,P017,SR005,East Coast,112,60.49,0.1,6097.39,30.19,2716.11,Hospital,CAM005,Paid
INV000995,2025-09-11,C0020,P009,SR001,Central,141,9.93,0,1400.13,6.14,534.39,Clinic,,Paid
INV000996,2025-04-02,C0093,P011,SR010,Southern,42,15.5,0.1,585.9,7.06,289.38,Pharmacy,CAM002,Paid
INV000997,2025-08-16,C0097,P004,SR001,Central,49,19.97,0.05,929.6,10.13,433.23,Pharmacy,,Paid
INV000998,2026-05-17,C0025,P017,SR012,East Malaysia,151,60.49,0.1,8220.59,30.19,3661.9,Hospital,,Paid
INV000999,2025-02-19,C0044,P011,SR007,Central,51,15.5,0.03,766.78,7.06,406.72,Clinic,,Overdue
INV001000,2026-06-29,C0142,P013,SR012,East Malaysia,156,14.36,0,2240.16,8.98,839.28,Pharmacy,,Paid
INV001001,2026-06-10,C0040,P005,SR003,Northern,101,48.8,0.05,4682.36,23.91,2267.45,Pharmacy,CAM012,Paid
INV001002,2025-09-13,C0174,P014,SR010,Southern,51,18.87,0.05,914.25,11.75,315.0,Hospital,,Paid
INV001003,2025-10-21,C0071,P014,SR006,East Malaysia,83,18.87,0.05,1487.9,11.75,512.65,Pharmacy,CAM007,Paid
INV001004,2025-11-17,C0024,P003,SR001,Central,66,31.96,0.15,1792.96,20.33,451.18,Clinic,CAM008,Paid
INV001005,2025-10-20,C0142,P016,SR006,East Malaysia,113,23.84,0.08,2478.41,14.05,890.76,Pharmacy,,Paid
INV001006,2026-05-25,C0132,P018,SR002,Kuala Lumpur,108,17.27,0,1865.16,8.38,960.12,Hospital,CAM012,Paid
INV001007,2025-12-20,C0063,P017,SR002,Kuala Lumpur,160,60.49,0.05,9194.48,30.19,4364.08,Clinic,CAM008,Paid
INV001008,2026-01-11,C0035,P017,SR009,Northern,18,60.49,0.05,1034.38,30.19,490.96,Clinic,,Paid
INV001009,2025-04-26,C0087,P008,SR001,Central,79,17.6,0.03,1348.69,7.93,722.22,Clinic,CAM003,Paid
INV001010,2026-02-08,C0056,P010,SR003,Northern,123,17.45,0.1,1931.71,11.04,573.79,Pharmacy,,Pending
INV001011,2025-02-28,C0092,P001,SR008,Kuala Lumpur,89,34.05,0.03,2939.54,21.72,1006.46,Pharmacy,CAM002,Pending
INV001012,2025-07-10,C0103,P012,SR002,Kuala Lumpur,30,23.6,0.05,672.6,11.86,316.8,Clinic,CAM005,Paid
INV001013,2026-05-15,C0002,P005,SR007,Central,62,48.8,0.05,2874.32,23.91,1391.9,Clinic,,Paid
INV001014,2025-07-06,C0138,P009,SR004,Southern,117,9.93,0.08,1068.87,6.14,350.49,Hospital,,Paid
INV001015,2026-03-21,C0002,P012,SR001,Central,33,23.6,0,778.8,11.86,387.42,Clinic,,Paid
INV001016,2026-02-09,C0108,P011,SR005,East Coast,46,15.5,0.08,655.96,7.06,331.2,Clinic,,Overdue
INV001017,2025-09-30,C0031,P014,SR007,Central,145,18.87,0.05,2599.34,11.75,895.59,Pharmacy,,Paid
INV001018,2026-02-14,C0129,P013,SR006,East Malaysia,33,14.36,0.15,402.8,8.98,106.46,Clinic,,Paid
INV001019,2025-12-19,C0129,P001,SR006,East Malaysia,18,34.05,0.08,563.87,21.72,172.91,Clinic,,Overdue
INV001020,2025-01-09,C0112,P016,SR011,East Coast,77,23.84,0.05,1743.9,14.05,662.05,Pharmacy,,Paid
INV001021,2025-06-06,C0131,P006,SR001,Central,76,28.44,0.08,1988.52,16.3,749.72,Hospital,,Overdue
INV001022,2025-09-11,C0171,P014,SR001,Central,126,18.87,0.08,2187.41,11.75,706.91,Pharmacy,,Paid
INV001023,2026-05-30,C0157,P006,SR004,Southern,156,28.44,0.05,4214.81,16.3,1672.01,Pharmacy,CAM012,Paid
INV001024,2025-02-09,C0071,P007,SR006,East Malaysia,114,53.96,0,6151.44,26.47,3133.86,Pharmacy,CAM001,Paid
INV001025,2026-06-22,C0079,P008,SR004,Southern,91,17.6,0.05,1521.52,7.93,799.89,Hospital,,Paid
INV001026,2026-03-14,C0165,P002,SR012,East Malaysia,33,20.37,0.03,652.04,9.86,326.66,Clinic,,Paid
INV001027,2025-12-26,C0108,P008,SR011,East Coast,17,17.6,0,299.2,7.93,164.39,Clinic,CAM008,Paid
INV001028,2026-04-29,C0072,P004,SR010,Southern,52,19.97,0.03,1007.29,10.13,480.53,Clinic,,Paid
INV001029,2025-04-25,C0025,P001,SR006,East Malaysia,89,34.05,0.03,2939.54,21.72,1006.46,Hospital,,Pending
INV001030,2026-06-26,C0155,P012,SR004,Southern,171,23.6,0.03,3914.53,11.86,1886.47,Hospital,,Paid
INV001031,2025-03-31,C0028,P005,SR004,Southern,15,48.8,0.05,695.4,23.91,336.75,Clinic,,Paid
INV001032,2025-07-15,C0050,P015,SR006,East Malaysia,24,11.13,0.15,227.05,6.38,73.93,Distributor,,Paid
INV001033,2026-05-01,C0052,P018,SR002,Kuala Lumpur,16,17.27,0,276.32,8.38,142.24,Clinic,,Paid
INV001034,2025-12-22,C0094,P015,SR006,East Malaysia,116,11.13,0,1291.08,6.38,551.0,Pharmacy,,Overdue
INV001035,2026-05-31,C0006,P006,SR012,East Malaysia,38,28.44,0.03,1048.3,16.3,428.9,Clinic,,Paid
INV001036,2025-07-14,C0102,P016,SR004,Southern,47,23.84,0.05,1064.46,14.05,404.11,Pharmacy,,Paid
INV001037,2026-02-04,C0103,P009,SR002,Kuala Lumpur,52,9.93,0,516.36,6.14,197.08,Clinic,,Paid
INV001038,2025-01-10,C0132,P015,SR008,Kuala Lumpur,82,11.13,0.1,821.39,6.38,298.23,Hospital,CAM001,Paid
INV001039,2025-06-25,C0058,P002,SR005,East Coast,79,20.37,0,1609.23,9.86,830.29,Hospital,,Paid
INV001040,2025-10-12,C0035,P009,SR003,Northern,169,9.93,0.15,1426.44,6.14,388.78,Clinic,,Paid
INV001041,2025-04-29,C0001,P012,SR010,Southern,88,23.6,0,2076.8,11.86,1033.12,Pharmacy,,Paid
INV001042,2025-05-17,C0105,P010,SR012,East Malaysia,19,17.45,0.05,314.97,11.04,105.21,Hospital,CAM004,Paid
INV001043,2025-10-14,C0046,P009,SR001,Central,142,9.93,0.08,1297.26,6.14,425.38,Clinic,,Overdue
INV001044,2025-04-19,C0177,P013,SR010,Southern,165,14.36,0.05,2250.93,8.98,769.23,Hospital,,Pending
INV001045,2025-08-14,C0084,P009,SR005,East Coast,153,9.93,0.05,1443.33,6.14,503.91,Distributor,,Paid
INV001046,2026-04-02,C0060,P014,SR011,East Coast,42,18.87,0.1,713.29,11.75,219.79,Distributor,CAM011,Paid
INV001047,2025-06-30,C0049,P016,SR001,Central,170,23.84,0.03,3931.22,14.05,1542.72,Pharmacy,CAM005,Pending
INV001048,2025-07-12,C0018,P005,SR002,Kuala Lumpur,114,48.8,0,5563.2,23.91,2837.46,Hospital,,Overdue
INV001049,2025-04-13,C0135,P005,SR004,Southern,159,48.8,0,7759.2,23.91,3957.51,Clinic,,Paid
INV001050,2025-01-14,C0165,P002,SR006,East Malaysia,68,20.37,0.08,1274.35,9.86,603.87,Clinic,CAM001,Pending
INV001051,2025-01-10,C0028,P018,SR010,Southern,26,17.27,0,449.02,8.38,231.14,Clinic,,Paid
INV001052,2026-03-31,C0042,P010,SR010,Southern,127,17.45,0,2216.15,11.04,814.07,Hospital,CAM011,Paid
INV001053,2025-05-07,C0006,P002,SR006,East Malaysia,144,20.37,0.03,2845.28,9.86,1425.44,Clinic,,Paid
INV001054,2026-03-02,C0037,P001,SR002,Kuala Lumpur,11,34.05,0,374.55,21.72,135.63,Pharmacy,,Paid
INV001055,2025-10-21,C0058,P013,SR005,East Coast,130,14.36,0,1866.8,8.98,699.4,Hospital,CAM007,Overdue
INV001056,2025-10-16,C0092,P003,SR008,Kuala Lumpur,35,31.96,0.03,1085.04,20.33,373.49,Pharmacy,,Paid
INV001057,2025-02-14,C0155,P005,SR004,Southern,114,48.8,0.05,5285.04,23.91,2559.3,Hospital,,Paid
INV001058,2026-03-12,C0039,P010,SR007,Central,94,17.45,0.1,1476.27,11.04,438.51,Distributor,CAM010,Paid
INV001059,2025-09-29,C0020,P001,SR001,Central,172,34.05,0,5856.6,21.72,2120.76,Clinic,CAM007,Pending
INV001060,2026-05-05,C0018,P004,SR008,Kuala Lumpur,76,19.97,0,1517.72,10.13,747.84,Hospital,CAM011,Paid
INV001061,2026-01-30,C0091,P011,SR009,Northern,113,15.5,0.05,1663.92,7.06,866.14,Clinic,,Paid
INV001062,2025-12-08,C0036,P008,SR007,Central,112,17.6,0.05,1872.64,7.93,984.48,Distributor,,Paid
INV001063,2025-08-24,C0099,P003,SR012,East Malaysia,139,31.96,0.05,4220.32,20.33,1394.45,Pharmacy,,Pending
INV001064,2025-03-31,C0061,P012,SR005,East Coast,57,23.6,0.15,1143.42,11.86,467.4,Pharmacy,CAM002,Overdue
INV001065,2025-04-23,C0016,P012,SR011,East Coast,40,23.6,0.03,915.68,11.86,441.28,Clinic,CAM003,Paid
INV001066,2025-08-18,C0015,P005,SR005,East Coast,41,48.8,0.03,1940.78,23.91,960.47,Clinic,CAM006,Paid
INV001067,2025-04-19,C0170,P003,SR012,East Malaysia,157,31.96,0.1,4515.95,20.33,1324.14,Hospital,CAM003,Paid
INV001068,2025-09-08,C0020,P001,SR007,Central,43,34.05,0.08,1347.02,21.72,413.06,Clinic,,Paid
INV001069,2026-06-25,C0179,P010,SR010,Southern,110,17.45,0.08,1765.94,11.04,551.54,Pharmacy,,Paid
INV001070,2025-01-14,C0074,P004,SR006,East Malaysia,20,19.97,0.1,359.46,10.13,156.86,Pharmacy,CAM001,Paid
INV001071,2025-01-12,C0102,P014,SR010,Southern,146,18.87,0.08,2534.62,11.75,819.12,Pharmacy,CAM001,Paid
INV001072,2026-03-10,C0041,P009,SR006,East Malaysia,138,9.93,0.03,1329.23,6.14,481.91,Clinic,,Pending
INV001073,2026-02-15,C0159,P002,SR001,Central,105,20.37,0,2138.85,9.86,1103.55,Pharmacy,,Paid
INV001074,2025-03-21,C0178,P015,SR007,Central,85,11.13,0.08,870.37,6.38,328.07,Hospital,,Paid
INV001075,2025-02-25,C0096,P014,SR005,East Coast,74,18.87,0,1396.38,11.75,526.88,Hospital,CAM002,Paid
INV001076,2025-10-16,C0042,P018,SR004,Southern,21,17.27,0,362.67,8.38,186.69,Hospital,CAM007,Paid
INV001077,2025-07-26,C0164,P002,SR005,East Coast,73,20.37,0,1487.01,9.86,767.23,Pharmacy,,Paid
INV001078,2026-05-11,C0012,P002,SR008,Kuala Lumpur,28,20.37,0.15,484.81,9.86,208.73,Pharmacy,CAM012,Pending
INV001079,2026-02-12,C0129,P007,SR012,East Malaysia,105,53.96,0.08,5212.54,26.47,2433.19,Clinic,,Paid
INV001080,2025-04-10,C0085,P014,SR002,Kuala Lumpur,133,18.87,0.1,2258.74,11.75,695.99,Pharmacy,CAM003,Paid
INV001081,2025-02-08,C0075,P006,SR003,Northern,179,28.44,0.05,4836.22,16.3,1918.52,Pharmacy,,Paid
INV001082,2025-08-26,C0056,P005,SR003,Northern,133,48.8,0.05,6165.88,23.91,2985.85,Pharmacy,,Paid
INV001083,2025-12-16,C0115,P005,SR010,Southern,79,48.8,0.03,3739.54,23.91,1850.65,Pharmacy,,Paid
INV001084,2026-02-01,C0062,P007,SR002,Kuala Lumpur,44,53.96,0.05,2255.53,26.47,1090.85,Pharmacy,,Paid
INV001085,2025-01-16,C0037,P010,SR002,Kuala Lumpur,132,17.45,0,2303.4,11.04,846.12,Pharmacy,CAM001,Paid
INV001086,2025-10-14,C0148,P012,SR009,Northern,27,23.6,0,637.2,11.86,316.98,Pharmacy,,Paid
INV001087,2026-04-30,C0066,P015,SR005,East Coast,36,11.13,0.15,340.58,6.38,110.9,Pharmacy,,Paid
INV001088,2025-10-21,C0103,P014,SR002,Kuala Lumpur,117,18.87,0.03,2141.56,11.75,766.81,Clinic,,Overdue
INV001089,2026-01-18,C0022,P014,SR012,East Malaysia,72,18.87,0.1,1222.78,11.75,376.78,Hospital,,Paid
INV001090,2025-02-28,C0063,P018,SR002,Kuala Lumpur,44,17.27,0.1,683.89,8.38,315.17,Clinic,CAM002,Paid
